line,artist
Another day and more bad news,Ozzy
I wonder who died today,Ozzy
I canât tell if Iâm hearing truth or lies,Ozzy
I guess they lied to make me feel afraid,Ozzy
I canât believe a single word they say,Ozzy
Cry another tear,Ozzy
'Cause the devil will not wait,Ozzy
Living in fear,Ozzy
Why do people love to hate,Ozzy
Cry another tear,Ozzy
'Cause the devil will not wait,Ozzy
Living in fear,Ozzy
Why do people love to hate,Ozzy
Love to hate,Ozzy
"I'm a rock star,",Ozzy
"I'm a dealer,",Ozzy
"I'm a servant,",Ozzy
"I'm a leader,",Ozzy
"I'm a savior,",Ozzy
"I'm a sinner,",Ozzy
"I'm a killer,",Ozzy
I'll be anything you want me to be,Ozzy
Silent,Ozzy
"As a witness,",Ozzy
Make your heart race,Ozzy
"With a death kiss,",Ozzy
I'm a soldier,Ozzy
In a blood war,Ozzy
"In the Peace Corps,",Ozzy
I am everything you'll ever be,Ozzy
"A loser,",Ozzy
"Number zero,",Ozzy
"Play the victim,",Ozzy
"End up a hero,",Ozzy
"I'm a teacher,",Ozzy
"Preacher,",Ozzy
"Liar,",Ozzy
"I am anything, everything",Ozzy
Mover,Ozzy
"And a shaker,",Ozzy
"The oppressor,",Ozzy
"Stimulator,",Ozzy
"I'm a coward,",Ozzy
"I'm a fighter,",Ozzy
Yeah,Ozzy
"I'm everything,",Ozzy
"You are me,",Ozzy
I am you,Ozzy
"Everything is breaking,",Ozzy
"No mistaking,",Ozzy
"It's all changing,",Ozzy
"Tear it down,",Ozzy
Watch it all start burning,Ozzy
All that's done is done just,Ozzy
Let it lie,Ozzy
"It's a revelation,",Ozzy
"Celebration,",Ozzy
"Graduation,",Ozzy
"Times collide,",Ozzy
Watch the world awaken,Ozzy
"All the past regrets from days gone by,",Ozzy
"Let it go,",Ozzy
Let it die,Ozzy
It's a new day,Ozzy
"For the faceless,",Ozzy
Take the torches,Ozzy
"From the useless,",Ozzy
"First amendment,",Ozzy
"Second guesses,",Ozzy
"All dependent,",Ozzy
I'll do anything to help you,Ozzy
"Fallen crosses,",Ozzy
"New alliance,",Ozzy
"Deeper thinkers,",Ozzy
"Modern science,",Ozzy
"Open guest list,",Ozzy
"All inclusive,",Ozzy
"No one loses,",Ozzy
Everything you've always wanted,Ozzy
Honest answers,Ozzy
"For the bruises,",Ozzy
"Full disclosure,",Ozzy
"No excuses,",Ozzy
"Open handshake,",Ozzy
"Clean slate,",Ozzy
"No hate,",Ozzy
"Living history,",Ozzy
Misery,Ozzy
"Information,",Ozzy
"Revolution,",Ozzy
Loading up for,Ozzy
"Execution,",Ozzy
"Push the button,",Ozzy
"Pull the trigger,",Ozzy
Yeah,Ozzy
"I'm everything,",Ozzy
"You are me,",Ozzy
I am you,Ozzy
"Everything is breaking,",Ozzy
"No mistaking,",Ozzy
"It's all changing,",Ozzy
"Tear it down,",Ozzy
Watch it all start burning,Ozzy
All that's done is done just,Ozzy
Let it lie,Ozzy
"It's a revelation,",Ozzy
"Celebration,",Ozzy
"Graduation,",Ozzy
"Times collide,",Ozzy
Watch the world awaken,Ozzy
"All the past regrets from days gone by,",Ozzy
"Let it go,",Ozzy
"Let it die,",Ozzy
"Everything is breaking,",Ozzy
"No mistaking,",Ozzy
"It's all changing,",Ozzy
"Tear it down,",Ozzy
Watch it all start burning,Ozzy
All that's done is done just,Ozzy
Let it lie,Ozzy
"It's a revelation,",Ozzy
"Celebration,",Ozzy
"Graduation,",Ozzy
"Times collide,",Ozzy
Watch the world awaken,Ozzy
"All the past regrets from days gone by,",Ozzy
"Let it go,",Ozzy
Let it die,Ozzy
"(Die, die, die, die, die, die, die...)",Ozzy
Let me hear you scream!,Ozzy
"I'm black and bruised, beat up but still I take the blows",Ozzy
'Cause all I need is blood and sweat and skin and bones,Ozzy
"I'll take this rage, rattle your cage, nobody said it's easy",Ozzy
"It's do or die, only the strong survive, get ready for the last stand!",Ozzy
"Get ready, I'm your hangman!",Ozzy
Let me hear you scream like you want it!,Ozzy
Let me hear you yell like you mean it!,Ozzy
"If you gotta, GO DOWN!",Ozzy
GO LOUD!,Ozzy
GO STRONG!,Ozzy
GO PROUD!,Ozzy
GO ON!,Ozzy
GO HARD OR GO HOME!,Ozzy
Let me hear you! (let me hear you!),Ozzy
Let me hear you! (let me hear you!),Ozzy
Let me hear you scream!,Ozzy
I'll pull you up and push you right back in your place,Ozzy
I'll take you down and wipe that smile right off your face,Ozzy
"I'll watch you break, you're mine to take, don't blink, you just might miss it!",Ozzy
"It's all or nothing, nowhere left to run, are you ready for the last fight?",Ozzy
Get ready with the war cry!,Ozzy
Let me hear you scream like you want it!,Ozzy
Let me hear you yell like you mean it!,Ozzy
"If you gotta, GO DOWN!",Ozzy
GO LOUD!,Ozzy
GO STRONG!,Ozzy
GO PROUD!,Ozzy
GO ON!,Ozzy
GO HARD OR GO HOME!,Ozzy
Let me hear you! (let me hear you!),Ozzy
Let me hear you! (let me hear you!),Ozzy
Let me hear you scream!,Ozzy
Let me hear you scream like you want it!,Ozzy
Let me hear you yell like you mean it!,Ozzy
"If you gotta, GO DOWN!",Ozzy
GO LOUD!,Ozzy
GO STRONG!,Ozzy
GO PROUD!,Ozzy
GO ON!,Ozzy
GO HARD OR GO HOME!,Ozzy
Let me hear you scream like you want it!,Ozzy
Let me hear you yell like you mean it!,Ozzy
"If you gotta, GO DOWN!",Ozzy
GO LOUD!,Ozzy
GO STRONG!,Ozzy
GO PROUD!,Ozzy
GO ON!,Ozzy
GO HARD OR GO HOME!,Ozzy
Let me hear you! (let me hear you!),Ozzy
Let me hear you! (let me hear you!),Ozzy
Let me hear you scream!,Ozzy
Soul soul sucker,Ozzy
Soul soul sucker,Ozzy
Soul soul sucker,Ozzy
Soul soul sucker,Ozzy
Soul soul sucker,Ozzy
Soul soul sucker,Ozzy
The cold words deafen,Ozzy
and silence long forgotten,Ozzy
the logic never reclaimed,Ozzy
The anger rises,Ozzy
sometimes there's no surrender,Ozzy
no white flag flies,Ozzy
you won't like me when I'm angry,Ozzy
Stop talking to me,Ozzy
just like i don't even bleed,Ozzy
this cross is heavy when,Ozzy
you're my soul sucker,Ozzy
Get out of my face,Ozzy
the past is running in place,Ozzy
the silvers cut me as you,Ozzy
suck the soul right out of me,Ozzy
Soul sucker,Ozzy
Soul soul sucker,Ozzy
Soul soul sucker,Ozzy
You bite down deeper,Ozzy
your tongue can cut a heart out,Ozzy
you've passed the point of return,Ozzy
The storm lightens,Ozzy
get ready for the whiplash,Ozzy
don't think don't speak,Ozzy
"don't, my patience turns to violence",Ozzy
I'm just a solitary man who wants to live,Ozzy
a quiet life before when i cease to exist,Ozzy
i don't need resistance for the things i can't control,Ozzy
just turn away and let it go,Ozzy
Soul soul sucker,Ozzy
Soul soul sucker,Ozzy
Soul soul sucker,Ozzy
Soul soul sucker,Ozzy
"I watch it all change,",Ozzy
Take the news of the day,Ozzy
And throw it away,Ozzy
"Time will kill all the pain,",Ozzy
"Fate will cure the decay of all this blind ambition,",Ozzy
The greed brings us together,Ozzy
"Stay strong,",Ozzy
"Stay true,",Ozzy
"Be brave,",Ozzy
It all comes down to you,Ozzy
"Try to just let it go,",Ozzy
"Know that justice moves slow,",Ozzy
But it comes in the end,Ozzy
"Rise, the guilty will fall,",Ozzy
"Stay, they can't take it all; they want the unimportant,",Ozzy
It's love they leave behind,Ozzy
"Stand up,",Ozzy
"Aim true,",Ozzy
"Keep heart,",Ozzy
The future looks to you,Ozzy
"Every second you throw away,",Ozzy
"Every minute of every day,",Ozzy
"Don't get caught in a memory,",Ozzy
"'Cause life won't wait for you,",Ozzy
"No, life won't wait for you, my friend",Ozzy
"I'm watching the change,",Ozzy
Who will carry the flame?,Ozzy
It all feels very strange,Ozzy
"Dreams that men can be good,",Ozzy
"Faith to live as we should and know we're all connected,",Ozzy
We give ourselves the power,Ozzy
"Stay strong,",Ozzy
"Stay true,",Ozzy
"Be brave,",Ozzy
It all comes down to you,Ozzy
"Every day that you wait, you're falling faster,",Ozzy
"No slight of hand,",Ozzy
"No twist of fate,",Ozzy
No ever after,Ozzy
"When it's gone, it's gone,",Ozzy
"I'll fight 'til the bitter end,",Ozzy
"Life won't wait for you,",Ozzy
"No, life won't wait for you, my friend",Ozzy
"Life won't wait for you, my friend",Ozzy
"Life won't wait for you, my friend",Ozzy
"Life won't wait for you, my friend",Ozzy
"Life won't wait for you, my friend",Ozzy
"You're saving the saved,",Ozzy
"Men and women enslaved,",Ozzy
Propagating the messiah conception,Ozzy
"The rich getting richer,",Ozzy
"Paint you into their picture,",Ozzy
Give the poor immaculate deception,Ozzy
Where are you Father?,Ozzy
Why don't you save us?,Ozzy
The fallen are dying alone,Ozzy
How can you turn off their cries?,Ozzy
Ignore a new genocide?,Ozzy
"So come on, Jesus,",Ozzy
We're all here waiting just for you,Ozzy
How long must we keep on waiting?,Ozzy
"The faithful and blind are keepin' me, keepin' me down",Ozzy
"How long? 'Cause my faith is breaking,",Ozzy
"The pure and divine are diggin' me, diggin' me down",Ozzy
Do you live in the light,Ozzy
Or in the dead of the night?,Ozzy
Sanctimonious promises broken,Ozzy
"Hypocritical sin,",Ozzy
"Dying slowly within,",Ozzy
Is the sacred truth forever unspoken?,Ozzy
"Life ever after,",Ozzy
"Bohemian rapture,",Ozzy
Beware the dark side of the Son.,Ozzy
"You're just a self-made messiah,",Ozzy
Selling brimstone and fire,Ozzy
"So come on, Jesus,",Ozzy
Don't keep us waiting just for you,Ozzy
How long must we keep on waiting?,Ozzy
"The faithful and blind are bringin' me, bringin' me down",Ozzy
"How long? 'Cause my faith is breaking,",Ozzy
"The pure and divine are diggin' me, diggin' me down",Ozzy
"How will I know you, Mr. Jesus Christ?",Ozzy
Have you already been here once or twice?,Ozzy
"The son of man are obsolete faÃ§ade,",Ozzy
How will I know that you're the son of God?,Ozzy
Yeah,Ozzy
"Give me your money,",Ozzy
"I'll sell you my vote,",Ozzy
"I promise I'll save you,",Ozzy
While I'm cutting your throat,Ozzy
"You want to feel pleasure,",Ozzy
"Look into my eyes,",Ozzy
I'm gonna swear on the bible,Ozzy
While I'm feeding you lies,Ozzy
"My touch thickens your blood,",Ozzy
"I know the things that you love,",Ozzy
My voice swallows the purest heartbeat,Ozzy
"I'm your counterfeit friend,",Ozzy
"I'll still be here 'til I crucify you,",Ozzy
I crucify you again,Ozzy
"Give me your heroes,",Ozzy
"Your sinners and saints,",Ozzy
A little temptation,Ozzy
Is all that it takes,Ozzy
"I've been here forever,",Ozzy
"I'm your oldest friend,",Ozzy
"Until I pull on the trigger,",Ozzy
The fun never ends,Ozzy
"My touch thickens your blood,",Ozzy
"I know the things that you love,",Ozzy
My voice swallows the purest heartbeat,Ozzy
"I'm your counterfeit friend,",Ozzy
"I'll still be here 'til I crucify you,",Ozzy
I crucify you again,Ozzy
"I've been around here for a long, long time,",Ozzy
"I'll be around until your soul is mine,",Ozzy
Until your soul is mine,Ozzy
"My touch thickens your blood,",Ozzy
"I know the things that you love,",Ozzy
My voice swallows the purest heartbeat,Ozzy
"I'm your counterfeit friend,",Ozzy
"I'll still be here 'til I crucify you,",Ozzy
I crucify you again,Ozzy
"No prayers left for heroes,",Ozzy
"The dead won't see the ending,",Ozzy
War started by rich men,Ozzy
Won't stop the poor from dying,Ozzy
"I'll grant you your death wish,",Ozzy
"It's not just time I'm killing,",Ozzy
"Blood's thicker than water,",Ozzy
It's too late to surrender,Ozzy
"This will be your last stand,",Ozzy
I wash the blood from my hands,Ozzy
"I am warrior,",Ozzy
I'm fearless,Ozzy
"No Pain,",Ozzy
"No mercy,",Ozzy
"No weakness,",Ozzy
"I, I, I'm fearless",Ozzy
"I answer no questions,",Ozzy
"You will obey my order,",Ozzy
"I'll punish all sinners,",Ozzy
This battle has no borders,Ozzy
"No saving salvation,",Ozzy
"Your soul is stained and rusted,",Ozzy
"I follow no leader,",Ozzy
My vigilante justice,Ozzy
I'd rather die on my feet,Ozzy
Than live a life on my knees,Ozzy
"I am warrior,",Ozzy
I'm fearless,Ozzy
"No Pain,",Ozzy
"No mercy,",Ozzy
"No weakness,",Ozzy
"I, I, I'm fearless",Ozzy
"My skin and bones drip off of me,",Ozzy
"I'm more than man, more than machine",Ozzy
"This will be your last stand,",Ozzy
I wash the blood from my hands,Ozzy
"I am warrior,",Ozzy
I'm fearless,Ozzy
"No Pain,",Ozzy
"No mercy,",Ozzy
"No weakness,",Ozzy
"I, I...",Ozzy
"I am warrior,",Ozzy
I'm fearless,Ozzy
"No Pain,",Ozzy
"No mercy,",Ozzy
"No weakness,",Ozzy
"I, I, I'm fearless",Ozzy
The time has come for you,Ozzy
"To make up your own mind (mind),",Ozzy
Stop looking for the answers,Ozzy
That you'll never find,Ozzy
Save all your tears for when you,Ozzy
"Really need to cry,",Ozzy
"Don't wish your life away,",Ozzy
Just spread your wings and fly,Ozzy
"Time waits for no one, yeah,",Ozzy
"It's never what it seems,",Ozzy
"Stop waiting for tomorrow,",Ozzy
"Stop living in your dreams, yeah",Ozzy
"This life fading away,",Ozzy
This life ticking like a time bomb,Ozzy
Ready to blow your tortured mind,Ozzy
"I know it's wasting away,",Ozzy
"We don't plan for when it goes wrong,",Ozzy
"The time that we lose,",Ozzy
We will never find time,Ozzy
"(Time, time, time, time, time, time...)",Ozzy
Can't hide the clock,Ozzy
"When every line shows on your face (face),",Ozzy
"So take it slow,",Ozzy
You'll never win the human race,Ozzy
"Time waits for no one, yeah,",Ozzy
"Everything must change,",Ozzy
"Stop running to the future,",Ozzy
Stop living for today,Ozzy
"This life fading away,",Ozzy
This life ticking like a time bomb,Ozzy
Ready to blow your tortured mind,Ozzy
"I know it's wasting away,",Ozzy
"We don't plan for when it goes wrong,",Ozzy
"The time that we lose,",Ozzy
We will never find time,Ozzy
"Just live every moment of each day,",Ozzy
'Cause death is the price we all must pay,Ozzy
"(This life fading away),",Ozzy
This life ticking like a time bomb,Ozzy
Ready to blow your tortured mind,Ozzy
"I know it's wasting away,",Ozzy
"We don't plan for when it goes wrong,",Ozzy
"The time that we lose,",Ozzy
We will never find time,Ozzy
"This life fading away,",Ozzy
This life ticking like a time bomb,Ozzy
Ready to blow your tortured mind,Ozzy
"I know it's wasting away,",Ozzy
"We don't plan for when it goes wrong,",Ozzy
"The time that we lose,",Ozzy
We will never find time,Ozzy
"(Time, time, time, time, time, time...)",Ozzy
"Life is not eternal,",Ozzy
"It's sane and then a freak show,",Ozzy
It's all we have until it's all gone (all gone),Ozzy
"A split second can last forever,",Ozzy
"No fortune can make it better,",Ozzy
One heartbeat just until the last one (last one),Ozzy
"Rung by rung on the ladder (ladder),",Ozzy
"Don't slow down, only faster,",Ozzy
"Knock yourself out; doesn't matter,",Ozzy
Anything to get what you want,Ozzy
How much can you get now?,Ozzy
What's the cost?,Ozzy
"Tell me, was it everything you wanted,",Ozzy
Everything you wanted?,Ozzy
How much is enough now?,Ozzy
What was lost?,Ozzy
"Tell me, was it everything you wanted?",Ozzy
"Everything you want, I want it more",Ozzy
I want it more,Ozzy
"Our destiny connected,",Ozzy
"Invited, unexpected,",Ozzy
"Life isn't fair, but still it goes on (goes on)",Ozzy
"We all live and we all die,",Ozzy
"Say hello then say goodbye,",Ozzy
The sun will set until the next dawn (next dawn),Ozzy
"Inch by inch over old bones,",Ozzy
"Shaking hands with the dead souls,",Ozzy
"You make your deal and the weight grows,",Ozzy
Anything to get what you want,Ozzy
How much can you get now?,Ozzy
What's the cost?,Ozzy
"Tell me, was it everything you wanted,",Ozzy
Everything you wanted?,Ozzy
How much is enough now?,Ozzy
What was lost?,Ozzy
"Tell me, was it everything you wanted?",Ozzy
"Everything you want, I want it more",Ozzy
"Rung by rung on the ladder (ladder),",Ozzy
"Don't slow down, only faster,",Ozzy
"Knock yourself out; doesn't matter,",Ozzy
Anything to get what you want,Ozzy
How much can you get now?,Ozzy
What's the cost?,Ozzy
"Tell me, was it everything you wanted,",Ozzy
Everything you wanted?,Ozzy
How much is enough now?,Ozzy
What was lost?,Ozzy
"Tell me, was it everything you wanted?",Ozzy
"Everything you want, I want it more",Ozzy
"Another day, another full seizure,",Ozzy
"Another pill, you spiral down deeper,",Ozzy
"Another cut by a surgical butcher,",Ozzy
It's just a way of prolonging the torture,Ozzy
"I won't say I don't know what I'm doing,",Ozzy
I won't say that I'm sorry (I'm sorry),Ozzy
"I can't bring you back,",Ozzy
"I can't leave you helpless (helpless),",Ozzy
